PubDate,StDate,EnDate,Section,PropSell,PropBuy,PropTot,PropBal,BrkSell,BrkBuy,BrkTot,BrkBal,TotSell,TotBuy,TotTot,TotBal,IndSell,IndBuy,IndTot,IndBal,FrgnSell,FrgnBuy,FrgnTot,FrgnBal,SecCoSell,SecCoBuy,SecCoTot,SecCoBal,InvTrSell,InvTrBuy,InvTrTot,InvTrBal,BusCoSell,BusCoBuy,BusCoTot,BusCoBal,OthCoSell,OthCoBuy,OthCoTot,OthCoBal,InsCoSell,InsCoBuy,InsCoTot,InsCoBal,BankSell,BankBuy,BankTot,BankBal,TrstBnkSell,TrstBnkBuy,TrstBnkTot,TrstBnkBal,OthFinSell,OthFinBuy,OthFinTot,OthFinBal
2024-09-27,2024-09-17,2024-09-20,TSEPrime,2136096513,3325603489,5461700002,1189506976,18134574172,16997769627,35132343799,-1136804545,20270670685,20323373116,40594043801,52702431,3959206192,3638803944,7598010136,-320402248,12588219247,12042691990,24630911237,-545527257,65866477,54661861,120528338,-11204616,384248007,319931230,704179237,-64316777,183039546,371934243,554973789,188894697,33585663,45005491,78591154,11419828,46080565,18782271,64862836,-27298294,81455397,19720446,101175843,-61734951,769509971,475092731,1244602702,-294417240,23363107,11145420,34508527,-12217687
2024-10-03,2024-09-24,2024-09-27,TSEPrime,2325515411,2833885396,5159400807,508369985,18849525834,18365444352,37214970186,-484081482,21175041245,21199329748,42374370993,24288503,4964977396,4389000263,9353977659,-575977133,12782473455,12715204057,25497677512,-67269398,80569092,55927374,136496466,-24641718,363978925,411079975,775058900,47101050,194183592,282217126,476400718,88033534,27085719,60675094,87760813,33589375,63404309,9233776,72638085,-54170533,65895943,7034342,72930285,-58861601,283754721,418972403,702727124,135217682,23202682,16099942,39302624,-7102740
2024-10-10,2024-09-30,2024-10-04,TSEPrime,3556576802,2323537272,5880114074,-1233039530,22555988943,23770637489,46326626432,1214648546,26112565745,26094174761,52206740506,-18390984,5545886165,5682940504,11228826669,137054339,15442318297,15862545126,31304863423,420226829,74712308,75470639,150182947,758331,748642801,1040955895,1789598696,292313094,140216277,327556174,467772451,187339897,45525123,41941447,87466570,-3583676,39364444,7446145,46810589,-31918299,35670449,45865896,81536345,10195447,457964820,668838968,1126803788,210874148,25688259,17076695,42764954,-8611564
2024-10-18,2024-10-07,2024-10-11,TSEPrime,2321684616,2210647022,4532331638,-111037594,19417980829,19529917914,38947898743,111937085,21739665445,21740564936,43480230381,899491,5058800236,4851578686,9910378922,-207221550,13219171841,13483743372,26702915213,264571531,76426718,59296671,135723389,-17130047,328402892,376606511,705009403,48203619,156221270,317033152,473254422,160811882,37911826,35003040,72914866,-2908786,45298498,6181053,51479551,-39117445,50019254,9006556,59025810,-41012698,418943140,372554157,791497297,-46388983,26785154,18914716,45699870,-7870438
2024-10-24,2024-10-15,2024-10-18,TSEPrime,1531959792,1381580928,2913540720,-150378864,15673570204,15841299988,31514870192,167729784,17205529996,17222880916,34428410912,17350920,4074490090,4137501621,8211991711,63011531,10792326747,10746669424,21538996171,-45657323,60444751,54439931,114884682,-6004820,239802245,309409876,549212121,69607631,147665922,278259300,425925222,130593378,56980384,66885467,123865851,9905083,34740329,11927691,46668020,-22812638,18833711,9075307,27909018,-9758404,224334239,213651306,437985545,-10682933,23951786,13480065,37431851,-10471721
2024-10-31,2024-10-21,2024-10-25,TSEPrime,1921130034,1767585269,3688715303,-153544765,17328725205,17501366058,34830091263,172640853,19249855239,19268951327,38518806566,19096088,4825585183,4834589487,9660174670,9004304,11645259699,11636243584,23281503283,-9016115,62963197,62668385,125631582,-294812,276826732,283620228,560446960,6793496,186255364,351288648,537544012,165033284,33962211,69021746,102983957,35059535,32752745,22967176,55719921,-9785569,11204158,8784718,19988876,-2419440,236915306,215975857,452891163,-20939449,17000610,16206229,33206839,-794381
2024-11-08,2024-10-28,2024-11-01,TSEPrime,5365010867,5368014740,10733025607,3003873,25573186942,25543288026,51116474968,-29898916,30938197809,30911302766,61849500575,-26895043,5594185190,5553406143,11147591333,-40779047,17130662013,16920088516,34050750529,-210573497,74802005,69767012,144569017,-5034993,960118521,844944449,1805062970,-115174072,177004221,356899956,533904177,179895735,53118588,62826850,115945438,9708262,29674987,9294974,38969961,-20380013,18706931,16158786,34865717,-2548145,1513648805,1688406907,3202055712,174758102,21265681,21494433,42760114,228752
2024-11-14,2024-11-05,2024-11-08,TSEPrime,2080109139,2519899369,4600008508,439790230,21111473509,20695815687,41807289196,-415657822,23191582648,23215715056,46407297704,24132408,5907493892,5183267917,11090761809,-724225975,13965807824,14141770298,28107578122,175962474,80473496,63296335,143769831,-17177161,282690204,287040678,569730882,4350474,316507587,472180362,788687949,155672775,47440386,41089245,88529631,-6351141,56261976,5122316,61384292,-51139660,33315727,6997245,40312972,-26318482,400451529,478299411,878750940,77847882,21030888,16751880,37782768,-4279008
2024-11-21,2024-11-11,2024-11-15,TSEPrime,2339197700,2038681382,4377879082,-300516318,23350666039,23707447986,47058114025,356781947,25689863739,25746129368,51435993107,56265629,6118468865,6139549284,12258018149,21080419,15835753979,15971282366,31807036345,135528387,117933963,99196047,217130010,-18737916,328066755,350252103,678318858,22185348,280446338,591878581,872324919,311432243,48024691,46165583,94190274,-1859108,97628056,6805927,104433983,-90822129,50274572,11994459,62269031,-38280113,444626837,462531406,907158243,17904569,29441983,27792230,57234213,-1649753
2024-11-28,2024-11-18,2024-11-22,TSEPrime,1806688176,1810610879,3617299055,3922703,19160498777,19175577722,38336076499,15078945,20967186953,20986188601,41953375554,19001648,4914204907,5117055879,10031260786,202850972,13000269458,12647099452,25647368910,-353170006,99679164,89046873,188726037,-10632291,367072085,328857295,695929380,-38214790,255480940,488931295,744412235,233450355,32449666,39365269,71814935,6915603,59668774,23484011,83152785,-36184763,25914822,33825767,59740589,7910945,387510636,374600524,762111160,-12910112,18248325,33311357,51559682,15063032
2024-12-05,2024-11-25,2024-11-29,TSEPrime,3362028561,3253329354,6615357915,-108699207,24165094040,24295708895,48460802935,130614855,27527122601,27549038249,55076160850,21915648,5783419251,5935230845,11718650096,151811594,16472990669,16279973807,32752964476,-193016862,79774271,74600771,154375042,-5173500,801553903,636138360,1437692263,-165415543,265209835,558275497,823485332,293065662,43850248,61775625,105625873,17925377,63262939,14857197,78120136,-48405742,32138051,15162791,47300842,-16975260,604173648,690132489,1294306137,85958841,18721225,29561513,48282738,10840288
2024-12-12,2024-12-02,2024-12-06,TSEPrime,2527700573,2139440684,4667141257,-388259889,21017848796,21426831867,42444680663,408983071,23545549369,23566272551,47111821920,20723182,6204162479,5720358429,11924520908,-483804050,13499890071,13628652082,27128542153,128762011,105430875,83990400,189421275,-21440475,406694200,759652513,1166346713,352958313,274354757,486790005,761144762,212435248,39537640,62430126,101967766,22892486,75726715,7052421,82779136,-68674294,26339888,22212479,48552367,-4127409,355044293,639300547,994344840,284256254,30667878,16392865,47060743,-14275013
2024-12-19,2024-12-09,2024-12-13,TSEPrime,3582708058,3818327697,7401035755,235619639,20280349487,20045255832,40325605319,-235093655,23863057545,23863583529,47726641074,525984,5588148674,5256899148,10845047822,-331249526,13550641495,13037349944,26587991439,-513291551,77707466,97200562,174908028,19493096,291083618,499860457,790944075,208776839,224103658,417170865,641274523,193067207,44279575,104885800,149165375,60606225,57412197,15553365,72965562,-41858832,37243856,36291603,73535459,-952253,380368922,558754708,939123630,178385786,29360026,21289380,50649406,-8070646
2024-12-26,2024-12-16,2024-12-20,TSEPrime,2324717523,2528192601,4852910124,203475078,22054064701,21856319351,43910384052,-197745350,24378782224,24384511952,48763294176,5729728,5869897026,6001551858,11871448884,131654832,14642311065,14200253846,28842564911,-442057219,104981368,109061620,214042988,4080252,414579540,329439815,744019355,-85139725,291189963,472055900,763245863,180865937,32656264,66360467,99016731,33704203,38188898,10445946,48634844,-27742952,15567206,11151025,26718231,-4416181,630403068,635338443,1265741511,4935375,14290303,20660431,34950734,6370128
2025-01-08,2024-12-23,2024-12-27,TSEPrime,1954327657,2720024620,4674352277,765696963,17744260907,16999558301,34743819208,-744702606,19698588564,19719582921,39418171485,20994357,6517114691,5673839987,12190954678,-843274704,9872024616,10338335382,20210359998,466310766,88661975,69630140,158292115,-19031835,323766634,202322183,526088817,-121444451,260469119,248122602,508591721,-12346517,28371555,102506371,130877926,74134816,43181352,17016402,60197754,-26164950,84303606,20374859,104678465,-63928747,509079045,317870448,826949493,-191208597,17288314,9539927,26828241,-7748387
2025-01-10,2024-12-30,2024-12-30,TSEPrime,467857232,409546848,877404080,-58310384,3430590584,3491042237,6921632821,60451653,3898447816,3900589085,7799036901,2141269,1035708170,1160468093,2196176263,124759923,2194226506,2135772845,4329999351,-58453661,9669564,11589678,21259242,1920114,114011520,70014609,184026129,-43996911,26638393,26595927,53234320,-42466,3237510,11504219,14741729,8266709,22726,27553,50279,4827,1693159,127868,1821027,-1565291,44264255,74091937,118356192,29827682,1118781,849508,1968289,-269273
2025-01-17,2025-01-06,2025-01-10,TSEPrime,3025983971,2263540407,5289524378,-762443564,21990911218,22694694412,44685605630,703783194,25016895189,24958234819,49975130008,-58660370,5801980401,6480291472,12282271873,678311071,14389543717,14768159576,29157703293,378615859,95142244,106759761,201902005,11617517,499807097,381551087,881358184,-118256010,208845541,535418042,744263583,326572501,40196020,62139707,102335727,21943687,34118071,13098840,47216911,-21019231,62641930,7970590,70612520,-54671340,839670909,309209783,1148880692,-530461126,18965288,30095554,49060842,11130266
2025-01-23,2025-01-14,2025-01-17,TSEPrime,2320102617,1706605820,4026708437,-613496797,16352632933,16940369019,33293001952,587736086,18672735550,18646974839,37319710389,-25760711,3899259781,4331653986,8230913767,432394205,11483701927,11491765448,22975467375,8063521,64739712,73246622,137986334,8506910,222526114,311628614,534154728,89102500,181933381,386230203,568163584,204296822,29066294,44802697,73868991,15736403,26718868,22511417,49230285,-4207451,32446968,8795951,41242919,-23651017,369327644,245812132,615139776,-123515512,42912244,23921949,66834193,-18990295
2025-01-30,2025-01-20,2025-01-24,TSEPrime,2106474834,2009252704,4115727538,-97222130,20585655752,20620132802,41205788554,34477050,22692130586,22629385506,45321516092,-62745080,6329477643,5873943282,12203420925,-455534361,13200912936,13589982122,26790895058,389069186,89350284,87768305,177118589,-1581979,298694817,268500728,567195545,-30194089,222229536,414472421,636701957,192242885,52847537,85654997,138502534,32807460,48996362,8160176,57156538,-40836186,30173140,11989501,42162641,-18183639,293434845,265017897,558452742,-28416948,19538652,14643373,34182025,-4895279
2025-02-06,2025-01-27,2025-01-31,TSEPrime,2492940352,2624756404,5117696756,131816052,23340681636,23165364019,46506045655,-175317617,25833621988,25790120423,51623742411,-43501565,6518407518,6635369510,13153777028,116961992,15237113834,14901691813,30138805647,-335422021,109024592,112762150,221786742,3737558,520383520,474708236,995091756,-45675284,275653796,427263028,702916824,151609232,52747043,79465514,132212557,26718471,24321970,11160596,35482566,-13161374,38809096,12048769,50857865,-26760327,541744790,491020874,1032765664,-50723916,22475477,19873529,42349006,-2601948
2025-02-14,2025-02-03,2025-02-07,TSEPrime,2898512610,2361914080,5260426690,-536598530,24196956861,24734091820,48931048681,537134959,27095469471,27096005900,54191475371,536429,6135925808,6640978258,12776904066,505052450,16550176660,16268082884,32818259544,-282093776,111873706,123967009,235840715,12093303,420871674,448569347,869441021,27697673,291409652,584794082,876203734,293384430,50095058,56891472,106986530,6796414,49664680,15770630,65435310,-33894050,78364158,15717928,94082086,-62646230,486542817,558162235,1044705052,71619418,22032648,21157975,43190623,-874673
2025-02-20,2025-02-10,2025-02-14,TSEPrime,2186473353,2232822385,4419295738,46349032,19565458782,19546169389,39111628171,-19289393,21751932135,21778991774,43530923909,27059639,5236427774,5123079961,10359507735,-113347813,13174964759,13271842807,26446807566,96878048,112002694,96066065,208068759,-15936629,303615547,300395496,604011043,-3220051,277935203,431551240,709486443,153616037,43950294,48629991,92580285,4679697,51593448,6592783,58186231,-45000665,48501569,9595190,58096759,-38906379,307657306,241865989,549523295,-65791317,8810188,16549867,25360055,7739679
2025-02-28,2025-02-17,2025-02-21,TSEPrime,2412177560,2240281640,4652459200,-171895920,22392006023,22549185080,44941191103,157179057,24804183583,24789466720,49593650303,-14716863,6099776812,6261590991,12361367803,161814179,14783572415,14637082459,29420654874,-146489956,106751095,104618578,211369673,-2132517,486171646,533298507,1019470153,47126861,345719680,545715590,891435270,199995910,50471770,52122254,102594024,1650484,45131045,20669934,65800979,-24461111,53269810,12270860,65540670,-40998950,391823396,365801335,757624731,-26022061,29318354,16014572,45332926,-13303782
2025-03-06,2025-02-25,2025-02-28,TSEPrime,2714961814,2607012260,5321974074,-107949554,20642764165,20733450891,41376215056,90686726,23357725979,23340463151,46698189130,-17262828,4422690816,4940717822,9363408638,518027006,14687218980,14079504900,28766723880,-607714080,77256149,97429249,174685398,20173100,486173029,493548072,979721101,7375043,257923681,406576875,664500556,148653194,48146554,108198011,156344565,60051457,36358270,14814437,51172707,-21543833,44140275,32153358,76293633,-11986917,561859116,531888783,1093747899,-29970333,20997295,28619384,49616679,7622089
2025-03-13,2025-03-03,2025-03-07,TSEPrime,2576332216,2295597339,4871929555,-280734877,24141324884,24432894744,48574219628,291569860,26717657100,26728492083,53446149183,10834983,6413352705,5949030747,12362383452,-464321958,16088788184,16014834219,32103622403,-73953965,130463313,125474026,255937339,-4989287,535023172,796188399,1331211571,261165227,356772773,556981699,913754472,200208926,75388357,99835676,175224033,24447319,34904701,16954051,51858752,-17950650,33728580,68160127,101888707,34431547,450109185,787259861,1237369046,337150676,22793914,18175939,40969853,-4617975
2025-03-21,2025-03-10,2025-03-14,TSEPrime,2591490758,3463120746,6054611504,871629988,23890315393,23004091963,46894407356,-886223430,26481806151,26467212709,52949018860,-14593442,5648896961,5505856492,11154753453,-143040469,16847012096,16054850964,32901863060,-792161132,104538259,117039460,221577719,12501201,383003673,306917085,689920758,-76086588,364907029,458109462,823016491,93202433,61282077,60067823,121349900,-1214254,65167905,29975269,95143174,-35192636,45491976,19899992,65391968,-25591984,350702368,410448332,761150700,59745964,19313049,40927084,60240133,21614035
2025-03-27,2025-03-17,2025-03-21,TSEPrime,2434676876,2869428452,5304105328,434751576,20109085817,19696009091,39805094908,-413076726,22543762693,22565437543,45109200236,21674850,5436194528,4991004962,10427199490,-445189566,13118988683,13346264103,26465252786,227275420,149372394,141453849,290826243,-7918545,401845887,275992845,677838732,-125853042,438677322,479536834,918214156,40859512,57191921,45966297,103158218,-11225624,17171771,8104599,25276370,-9067172,76344016,66035060,142379076,-10308956,389801275,315214068,705015343,-74587207,23498020,26436474,49934494,2938454
2025-04-03,2025-03-24,2025-03-28,TSEPrime,2576856546,3966322699,6543179245,1389466153,21712654837,20322904202,42035559039,-1389750635,24289511383,24289226901,48578738284,-284482,5359098150,5816471456,11175569606,457373306,14280317317,13453179076,27733496393,-827138241,80319547,100584364,180903911,20264817,566697369,385050526,951747895,-181646843,249317426,237689361,487006787,-11628065,46482271,69877472,116359743,23395201,15566488,16198489,31764977,632001,80177701,5053705,85231406,-75123996,1010808845,222862934,1233671779,-787945911,23869723,15936819,39806542,-7932904
2025-04-10,2025-03-31,2025-04-04,TSEPrime,4592807965,2784333678,7377141643,-1808474287,25680711792,27419544738,53100256530,1738832946,30273519757,30203878416,60477398173,-69641341,5644472130,6348277593,11992749723,703805463,18268658883,18890409369,37159068252,621750486,77371192,109051022,186422214,31679830,575995844,823701620,1399697464,247705776,195504307,497988955,693493262,302484648,50538066,56477641,107015707,5939575,16865364,47140454,64005818,30275090,24511594,16797944,41309538,-7713650,793739554,599879063,1393618617,-193860491,33054858,29821077,62875935,-3233781
2025-04-17,2025-04-07,2025-04-11,TSEPrime,3987482043,3311293268,7298775311,-676188775,28576558275,29231036068,57807594343,654477793,32564040318,32542329336,65106369654,-21710982,6487056688,6404798207,12891854895,-82258481,20720408901,20853101689,41573510590,132692788,106140402,127362494,233502896,21222092,377905368,443612930,821518298,65707562,209618877,567949509,777568386,358330632,35377756,43960163,79337919,8582407,62464578,47869510,110334088,-14595068,30720910,14306200,45027110,-16414710,521188025,695386224,1216574249,174198199,25676770,32689142,58365912,7012372
2025-04-24,2025-04-14,2025-04-18,TSEPrime,1794570853,1564604464,3359175317,-229966389,18622875414,18853499641,37476375055,230624227,20417446267,20418104105,40835550372,657838,5234900444,4990411917,10225312361,-244488527,12444425547,12612375818,25056801365,167950271,74915189,71111568,146026757,-3803621,310591025,379878270,690469295,69287245,167491209,350608766,518099975,183117557,29743909,29508189,59252098,-235720,23341853,8843992,32185845,-14497861,28953208,7107591,36060799,-21845617,293483432,383712477,677195909,90229045,15029598,19941053,34970651,4911455
2025-05-02,2025-04-21,2025-04-25,TSEPrime,1827109049,2056948373,3884057422,229839324,19605048770,19383436185,38988484955,-221612585,21432157819,21440384558,42872542377,8226739,5442343627,5063933674,10506277301,-378409953,12703755383,13009936069,25713691452,306180686,100063804,95875529,195939333,-4188275,372333240,314382545,686715785,-57950695,197894799,276471473,474366272,78576674,66069946,94608251,160678197,28538305,60845299,18813807,79659106,-42031492,28504263,5156229,33660492,-23348034,597769503,491989726,1089759229,-105779777,35468906,12268882,47737788,-23200024
2025-05-12,2025-04-28,2025-05-02,TSEPrime,2525393584,2305486824,4830880408,-219906760,20052102909,20293829778,40345932687,241726869,22577496493,22599316602,45176813095,21820109,5064461632,4902798907,9967260539,-161662725,13349795371,13736788554,27086583925,386993183,100614092,95512542,196126634,-5101550,507073501,682304461,1189377962,175230960,163774212,267422470,431196682,103648258,26017478,49431054,75448532,23413576,24647035,8915044,33562079,-15731991,47112113,6333273,53445386,-40778840,751801871,526566252,1278368123,-225235619,16805604,17757221,34562825,951617
2025-05-15,2025-05-07,2025-05-09,TSEPrime,1662252668,1891173882,3553426550,228921214,15291029643,15073440369,30364470012,-217589274,16953282311,16964614251,33917896562,11331940,3846323489,3474868942,7321192431,-371454547,10480638858,10844624751,21325263609,363985893,71262501,61051096,132313597,-10211405,192523337,223978076,416501413,31454739,104393786,259379537,363773323,154985751,24693790,18131720,42825510,-6562070,102704584,5500349,108204933,-97204235,12642230,5693279,18335509,-6948951,429901844,167711361,597613205,-262190483,25945224,12501258,38446482,-13443966
2025-05-22,2025-05-12,2025-05-16,TSEPrime,2895720457,2766531442,5662251899,-129189015,26459095982,26603763440,53062859422,144667458,29354816439,29370294882,58725111321,15478443,6851864249,6629332992,13481197241,-222531257,17521935431,18119764053,35641699484,597828622,130800955,123758495,254559450,-7042460,470876243,480484516,951360759,9608273,400398762,643267821,1043666583,242869059,37933396,33409804,71343200,-4523592,137782553,18999660,156782213,-118782893,53863050,9319051,63182101,-44543999,804385026,518459436,1322844462,-285925590,49256317,26967612,76223929,-22288705
2025-05-29,2025-05-19,2025-05-23,TSEPrime,3065096860,2158464600,5223561460,-906632260,20366814905,21259424062,41626238967,892609157,23431911765,23417888662,46849800427,-14023103,5613909141,5552628790,11166537931,-61280351,13487481504,13770804155,27258285659,283322651,73023404,72879794,145903198,-143610,352686989,426551977,779238966,73864988,169765292,881834181,1051599473,712068889,33423614,46316040,79739654,12892426,98151323,20462605,118613928,-77688718,31487552,13018198,44505750,-18469354,486992460,456827373,943819833,-30165087,19893626,18100949,37994575,-1792677
2025-06-05,2025-05-26,2025-05-30,TSEPrime,2922800302,2950078075,5872878377,27277773,23950233801,23961834249,47912068050,11600448,26873034103,26911912324,53784946427,38878221,5976286514,5615290349,11591576863,-360996165,15701529991,16313094156,32014624147,611564165,117295958,105360462,222656420,-11935496,777667488,513349015,1291016503,-264318473,209615083,462788238,672403321,253173155,37002664,50175131,87177795,13172467,144495662,53502012,197997674,-90993650,38753046,18186749,56939795,-20566297,913024788,815504741,1728529529,-97520047,34562607,14583396,49146003,-19979211
2025-06-12,2025-06-02,2025-06-06,TSEPrime,2500784946,2138066247,4638851193,-362718699,20027111536,20437418652,40464530188,410307116,22527896482,22575484899,45103381381,47588417,5218242495,5407266972,10625509467,189024477,12972412801,13365628840,26338041641,393216039,92040754,99999281,192040035,7958527,470808736,447151953,917960689,-23656783,170165095,516823209,686988304,346658114,29738372,54751734,84490106,25013362,60726147,27580307,88306454,-33145840,53121972,35593511,88715483,-17528461,936198399,464682216,1400880615,-471516183,23656765,17940629,41597394,-5716136
2025-06-19,2025-06-09,2025-06-13,TSEPrime,3295754704,2937757452,6233512156,-357997252,20241468579,20533397217,40774865796,291928638,23537223283,23471154669,47008377952,-66068614,5601269888,5582464130,11183734018,-18805758,13473176484,13570050411,27043226895,96873927,88251064,79631544,167882608,-8619520,332993585,331780194,664773779,-1213391,184494913,509012151,693507064,324517238,25256849,55759176,81016025,30502327,100329008,17251290,117580298,-83077718,45894415,22993988,68888403,-22900427,372965686,351171501,724137187,-21794185,16836687,13282832,30119519,-3553855
2025-06-26,2025-06-16,2025-06-20,TSEPrime,3233565311,3197269609,6430834920,-36295702,23338689414,23356942255,46695631669,18252841,26572254725,26554211864,53126466589,-18042861,6197527909,5946474729,12144002638,-251053180,15370804883,15467880257,30838685140,97075374,100709240,88712415,189421655,-11996825,580255615,626305965,1206561580,46050350,241918864,538618947,780537811,296700083,35271834,51685780,86957614,16413946,58038737,9022711,67061448,-49016026,40548112,10052105,50600217,-30496007,697611939,593247918,1290859857,-104364021,16002281,24941428,40943709,8939147
2025-07-03,2025-06-23,2025-06-27,TSEPrime,3055622301,3094877093,6150499394,39254792,23490720817,23367368879,46858089696,-123351938,26546343118,26462245972,53008589090,-84097146,7092387558,6486304174,13578691732,-606083384,14857078256,15223169610,30080247866,366091354,121827741,104368658,226196399,-17459083,468206365,588696466,1056902831,120490101,233834706,276597620,510432326,42762914,40960023,95487271,136447294,54527248,28064960,28218119,56283079,153159,38426572,27440375,65866947,-10986197,554793225,511505934,1066299159,-43287291,55141411,25580652,80722063,-29560759
2025-07-10,2025-06-30,2025-07-04,TSEPrime,3663012666,2996038278,6659050944,-666974388,23736255386,24319915806,48056171192,583660420,27399268052,27315954084,54715222136,-83313968,6856192185,6758105967,13614298152,-98086218,15045861872,15623362475,30669224347,577500603,96076202,98530166,194606368,2453964,685731942,529722470,1215454412,-156009472,207603145,450826541,658429686,243223396,71081407,80171757,151253164,9090350,58396098,6453031,64849129,-51943067,30713664,7972731,38686395,-22740933,651862755,740041502,1391904257,88178747,32736116,24729166,57465282,-8006950
2025-07-17,2025-07-07,2025-07-11,TSEPrime,3317889409,3178741342,6496630751,-139148067,21672226113,21772551467,43444777580,100325354,24990115522,24951292809,49941408331,-38822713,5781587064,5707286963,11488874027,-74300101,14153489081,14553833025,28707322106,400343944,95435069,97896955,193332024,2461886,842018560,395550539,1237569099,-446468021,213911054,445890400,659801454,231979346,48384245,97311092,145695337,48926847,48930004,47426885,96356889,-1503119,52076282,24651301,76727583,-27424981,412613157,382123852,794737009,-30489305,23781597,20580455,44362052,-3201142
2025-07-25,2025-07-14,2025-07-18,TSEPrime,2382172664,1989525039,4371697703,-392647625,20428101487,20732705969,41160807456,304604482,22810274151,22722231008,45532505159,-88043143,6151065643,6049990390,12201056033,-101075253,13126596368,13326834929,26453431297,200238561,84043114,83063241,167106355,-979873,291132655,349939493,641072148,58806838,210897798,425127271,636025069,214229473,55817920,67864224,123682144,12046304,58627208,16846112,75473320,-41781096,60160712,10813186,70973898,-49347526,355441145,372500211,727941356,17059066,34318924,29726912,64045836,-4592012
2025-07-31,2025-07-22,2025-07-25,TSEPrime,2140920449,2691546785,4832467234,550626336,22110935962,21543154535,43654090497,-567781427,24251856411,24234701320,48486557731,-17155091,6540444839,5361641310,11902086149,-1178803529,14148858358,14720392741,28869251099,571534383,131087896,105192007,236279903,-25895889,419571249,397386699,816957948,-22184550,311738973,401905635,713644608,90166662,63312630,97019380,160332010,33706750,46745846,14782749,61528595,-31963097,29857009,7194039,37051048,-22662970,380371380,421108113,801479493,40736733,38947782,16531862,55479644,-22415920
2025-08-07,2025-07-28,2025-08-01,TSEPrime,3329693063,3555217829,6884910892,225524766,24684356730,24438401064,49122757794,-245955666,28014049793,27993618893,56007668686,-20430900,6328368468,6345785861,12674154329,17417393,16264895264,16065537402,32330432666,-199357862,102733893,97382600,200116493,-5351293,690454139,752895613,1443349752,62441474,215829157,503850885,719680042,288021728,72832227,73691368,146523595,859141,296566159,14875721,311441880,-281690438,48564627,12320764,60885391,-36243863,646351351,550614344,1196965695,-95737007,17761445,21446506,39207951,3685061
2025-08-15,2025-08-04,2025-08-08,TSEPrime,2601706493,3246111028,5847817521,644404535,28621968659,27999079198,56621047857,-622889461,31223675152,31245190226,62468865378,21515074,7945306771,7402071539,15347378310,-543235232,19058801485,19021477070,38080278555,-37324415,160981775,141638667,302620442,-19343108,404421381,363172225,767593606,-41249156,296765831,540818320,837584151,244052489,72012733,56526786,128539519,-15485947,55241300,13392040,68633340,-41849260,68135983,15740456,83876439,-52395527,524991781,410565815,935557596,-114425966,35309619,33676280,68985899,-1633339
2025-08-21,2025-08-12,2025-08-15,TSEPrime,2176923715,2908653119,5085576834,731729404,25333316305,24628409449,49961725754,-704906856,27510240020,27537062568,55047302588,26822548,7883057262,6779006952,14662064214,-1104050310,15831272472,16386304352,32217576824,555031880,124566315,96185203,220751518,-28381112,446094987,457703916,903798903,11608929,297184217,472986824,770171041,175802607,60436549,38827926,99264475,-21608623,44946809,6332868,51279677,-38613941,50350659,9550920,59901579,-40799739,566339270,354108813,920448083,-212230457,29067765,27401675,56469440,-1666090
2025-08-28,2025-08-18,2025-08-22,TSEPrime,2543456902,2749899629,5293356531,206442727,23770641002,23558504344,47329145346,-212136658,26314097904,26308403973,52622501877,-5693931,6780129810,6901674396,13681804206,121544586,15344765315,15157215321,30501980636,-187549994,115885477,113845320,229730797,-2040157,609351262,320038199,929389461,-289313063,292838250,534042022,826880272,241203772,46353707,52405911,98759618,6052204,64140188,5499652,69639840,-58640536,50111206,9361787,59472993,-40749419,437404075,439729108,877133183,2325033,29661712,24692628,54354340,-4969084
2025-09-04,2025-08-25,2025-08-29,TSEPrime,3731960939,4007560361,7739521300,275599422,24667845833,24360235309,49028081142,-307610524,28399806772,28367795670,56767602442,-32011102,6030067739,6411056196,12441123935,380988457,16141311135,15854620899,31995932034,-286690236,96476631,100567393,197044024,4090762,822330115,611552607,1433882722,-210777508,191957227,605682939,797640166,413725712,172239223,79163033,251402256,-93076190,81749473,23433288,105182761,-58316185,53325844,37763732,91089576,-15562112,1048799668,608222310,1657021978,-440577358,29588778,28172912,57761690,-1415866
2025-09-11,2025-09-01,2025-09-05,TSEPrime,3274544893,3252267579,6526812472,-22277314,22419258863,22440236004,44859494867,20977141,25693803756,25692503583,51386307339,-1300173,6257784889,6371558624,12629343513,113773735,14058855327,14222035000,28280890327,163179673,92952927,102060165,195013092,9107238,581367587,493545065,1074912652,-87822522,266284182,586821375,853105557,320537193,55080765,43686725,98767490,-11394040,76972198,19383315,96355513,-57588883,55060000,43326510,98386510,-11733490,940747529,529604923,1470352452,-411142606,34153459,28214302,62367761,-5939157
2025-09-19,2025-09-08,2025-09-12,TSEPrime,2987776845,4229235974,7217012819,1241459129,25324125642,24044530693,49368656335,-1279594949,28311902487,28273766667,56585669154,-38135820,7157395503,6635215911,13792611414,-522179592,16636559121,15983245821,32619804942,-653313300,113113824,99699803,212813627,-13414021,467993895,365279691,833273586,-102714204,276595382,499853572,776448954,223258190,59400753,53658144,113058897,-5742609,70901867,28347484,99249351,-42554383,39181921,20418170,59600091,-18763751,464718913,339032046,803750959,-125686867,38264463,19780051,58044514,-18484412
